Id	AMSYK	Huvudbenämning	Annan benämning
227	131110	Driftledare	Lantbruksinspektor
228	221310	Lantbrukskonsulent	Ekonomikonsulent inom lantbruk
228	321110	Lantbrukskonsulent	Ekonomikonsulent inom lantbruk
228	221310	Lantbrukskonsulent	Husdjurskonsulent
228	321110	Lantbrukskonsulent	Husdjurskonsulent
228	221310	Lantbrukskonsulent	Jordbruksrådgivare
228	321110	Lantbrukskonsulent	Jordbruksrådgivare
228	221310	Lantbrukskonsulent	Maskinkonsulent inom lantbruk
228	321110	Lantbrukskonsulent	Maskinkonsulent inom lantbruk
228	221310	Lantbrukskonsulent	Växtodlingskonsulent
228	321110	Lantbrukskonsulent	Växtodlingskonsulent
229	214810	Lantmätare	Exploateringsingenjör
229	214810	Lantmätare	Förrättningslantmätare
229	214810	Lantmätare	Geodet
229	214810	Lantmätare	GIF-systemerare
229	214810	Lantmätare	Ingenjör
229	214810	Lantmätare	Markförhandlare
230	313320	SOS-operatör/larmoperatör	Radiooperatör
231	832310	Lastbilsförare	Chaufför
231	832310	Lastbilsförare	Långtradarchaufför
233	833210	Lastmaskinförare/truckförare i gruva	Gruvarbetare
234	724310	Distributionselektriker	Elektriker
234	724320	Distributionselektriker	Elektriker
234	724310	Distributionselektriker	Elektriker-elnät
234	724320	Distributionselektriker	Elektriker-elnät
234	724310	Distributionselektriker	Kabelmontör
234	724320	Distributionselektriker	Kabelmontör
234	724310	Distributionselektriker	Linjemontör
234	724320	Distributionselektriker	Linjemontör
235	313210	Ljudtekniker	A-ljudtekniker
235	313210	Ljudtekniker	B-ljudtekniker
235	313210	Ljudtekniker	Filmljudtekniker
235	313210	Ljudtekniker	Inspelningstekniker
235	313210	Ljudtekniker	Ljudbandstekniker
235	313210	Ljudtekniker	Ljuddesigner
235	313210	Ljudtekniker	Mixertekniker
235	313210	Ljudtekniker	Radiotekniker
235	313210	Ljudtekniker	Överspelningstekniker
238	831110	Lokförare	Motorvagnsförare
240	731110	Låssmed	Låssmedsmästare
241	411220	Läkarsekreterare	Expeditionsföreståndare
241	411220	Läkarsekreterare	Klinikassistent
243	232140	Gymnasielärare i allmänna ämnen	Gymnasielärare i ekonomiska ämnen
243	232150	Gymnasielärare i allmänna ämnen	Gymnasielärare i ekonomiska ämnen
243	232120	Gymnasielärare i allmänna ämnen	Gymnasielärare i ekonomiska ämnen
243	232110	Gymnasielärare i allmänna ämnen	Gymnasielärare i ekonomiska ämnen
243	232130	Gymnasielärare i allmänna ämnen	Gymnasielärare i ekonomiska ämnen
243	232140	Gymnasielärare i allmänna ämnen	Gymnasielärare i tekniska ämnen
243	232150	Gymnasielärare i allmänna ämnen	Gymnasielärare i tekniska ämnen
243	232120	Gymnasielärare i allmänna ämnen	Gymnasielärare i tekniska ämnen
243	232110	Gymnasielärare i allmänna ämnen	Gymnasielärare i tekniska ämnen
243	232130	Gymnasielärare i allmänna ämnen	Gymnasielärare i tekniska ämnen
243	232140	Gymnasielärare i allmänna ämnen	Lärare
243	232150	Gymnasielärare i allmänna ämnen	Lärare
243	232120	Gymnasielärare i allmänna ämnen	Lärare
243	232110	Gymnasielärare i allmänna ämnen	Lärare
243	232130	Gymnasielärare i allmänna ämnen	Lärare
245	811120	Processoperatör inom malmanrikning	Malmanrikningsarbetare
245	811120	Processoperatör inom malmanrikning	Malmförädlingsarbetare
245	811120	Processoperatör inom malmanrikning	Processoperatör
246	514130	Manikyrist och nagelteknolog	Nagelteknolog
247	314110	Maskinbefäl	Andremaskinist
247	314110	Maskinbefäl	Elingenjör
247	314110	Maskinbefäl	Elmaskinist
247	314110	Maskinbefäl	Förstemaskinist
247	314110	Maskinbefäl	Maskinchef
248	833110	Maskinförare inom lantbruk	Traktorförare
249	732410	Gravör	Handgravör
249	732410	Gravör	Maskingravör
250	311510	Ingenjör inom maskinteknik	Ingenjör
250	311520	Ingenjör inom maskinteknik	Ingenjör
250	214520	Ingenjör inom maskinteknik	Ingenjör
250	214510	Ingenjör inom maskinteknik	Ingenjör
250	311540	Ingenjör inom maskinteknik	Ingenjör
250	311510	Ingenjör inom maskinteknik	Konstruktör-maskin
250	311520	Ingenjör inom maskinteknik	Konstruktör-maskin
250	214520	Ingenjör inom maskinteknik	Konstruktör-maskin
250	214510	Ingenjör inom maskinteknik	Konstruktör-maskin
250	311540	Ingenjör inom maskinteknik	Konstruktör-maskin
250	311510	Ingenjör inom maskinteknik	Maskiningenjör
250	311520	Ingenjör inom maskinteknik	Maskiningenjör
250	214520	Ingenjör inom maskinteknik	Maskiningenjör
250	214510	Ingenjör inom maskinteknik	Maskiningenjör
250	311540	Ingenjör inom maskinteknik	Maskiningenjör
250	311510	Ingenjör inom maskinteknik	Maskinkonstruktör
250	311520	Ingenjör inom maskinteknik	Maskinkonstruktör
250	214520	Ingenjör inom maskinteknik	Maskinkonstruktör
250	214510	Ingenjör inom maskinteknik	Maskinkonstruktör
250	311540	Ingenjör inom maskinteknik	Maskinkonstruktör
250	311510	Ingenjör inom maskinteknik	Produktionsingenjör-maskin
250	311520	Ingenjör inom maskinteknik	Produktionsingenjör-maskin
250	214520	Ingenjör inom maskinteknik	Produktionsingenjör-maskin
250	214510	Ingenjör inom maskinteknik	Produktionsingenjör-maskin
250	311540	Ingenjör inom maskinteknik	Produktionsingenjör-maskin
250	311510	Ingenjör inom maskinteknik	Serviceingenjör-maskin
250	311520	Ingenjör inom maskinteknik	Serviceingenjör-maskin
250	214520	Ingenjör inom maskinteknik	Serviceingenjör-maskin
250	214510	Ingenjör inom maskinteknik	Serviceingenjör-maskin
250	311540	Ingenjör inom maskinteknik	Serviceingenjör-maskin
251	723120	Maskinmekaniker	Fordonsmekaniker
252	723310	Maskinmontör	Montör/maskiner
252	723310	Maskinmontör	Verkstadsarbetare
253	723310	Maskinreparatör	Mekanisk reparatör
254	821150	Maskinskötare	Automatskötare
254	821150	Maskinskötare	Maskinarbetare
254	821150	Maskinskötare	Maskinoperatör
254	821150	Maskinskötare	Verkstadsarbetare
255	824010	Verkstadssnickare/maskinsnickare	"CNC-operatör, trä"
255	828410	Verkstadssnickare/maskinsnickare	"CNC-operatör, trä"
255	824010	Verkstadssnickare/maskinsnickare	Maskinsnickare
255	828410	Verkstadssnickare/maskinsnickare	Maskinsnickare
255	824010	Verkstadssnickare/maskinsnickare	Monteringssnickare
255	828410	Verkstadssnickare/maskinsnickare	Monteringssnickare
255	824010	Verkstadssnickare/maskinsnickare	Snickare
255	828410	Verkstadssnickare/maskinsnickare	Snickare
255	824010	Verkstadssnickare/maskinsnickare	Verkstadssnickare
255	828410	Verkstadssnickare/maskinsnickare	Verkstadssnickare
256	722310	Maskinställare	Automatställare
256	722310	Maskinställare	Bandställare
256	722310	Maskinställare	NC-programmerare
256	722310	Maskinställare	Riggare
256	722310	Maskinställare	Uppsättare
256	722310	Maskinställare	Verkstadsarbetare
256	722310	Maskinställare	Verktygsställare
256	722310	Maskinställare	Verktygsuppsättare
257	812210	Reglerare på valsverk	Maskinvalsare
257	812210	Reglerare på valsverk	Processoperatör
259	514160	Massör	Massageterapeut
260	834010	Matros	Däcksman
261	827210	Mejeriarbetare	Mejerist
261	827210	Mejeriarbetare	Ostmästare
262	821170	Metallpressare	Automatpressare
263	211210	Meteorolog	Försvarsmeteorolog
264	221110	Mikrobiolog	Biolog
265	322210	Miljö- och hälsoskyddsinspektör	Hälsoskyddsinspektör
265	322210	Miljö- och hälsoskyddsinspektör	Miljöinspektör
265	322210	Miljö- och hälsoskyddsinspektör	Miljöskyddsinspektör
266	322220	Miljörevisor	Miljörevisionsledare
267	521010	Modell och mannekäng	Fotomodell
267	521020	Modell och mannekäng	Fotomodell
267	521010	Modell och mannekäng	Konstmodell
267	521020	Modell och mannekäng	Konstmodell
267	521010	Modell och mannekäng	Konstnärsmodell
267	521020	Modell och mannekäng	Konstnärsmodell
267	521010	Modell och mannekäng	Mannekäng
267	521020	Modell och mannekäng	Mannekäng
267	521010	Modell och mannekäng	Modell
267	521020	Modell och mannekäng	Modell
267	521010	Modell och mannekäng	Nakenmodell
267	521020	Modell och mannekäng	Nakenmodell
267	521010	Modell och mannekäng	Reklammodell
267	521020	Modell och mannekäng	Reklammodell
268	742120	Modellsnickare	Modellbyggare
268	742120	Modellsnickare	Snickare
269	743110	Modist	Hattmakare
271	828110	Motormontör	Bilmotormontör
271	828110	Motormontör	Dieselmontör
271	828110	Motormontör	Flygmotormontör
271	828110	Motormontör	Justerare
271	828110	Motormontör	Montör/motor
271	828110	Motormontör	Motorinstallatör
273	712110	Murare	Gråstensmurare
273	712110	Murare	Kakelugnsmakare
274	243120	Museitjänsteman	Antikvarie
274	235940	Museitjänsteman	Antikvarie
274	414030	Museitjänsteman	Antikvarie
274	243120	Museitjänsteman	Museiamanuens
274	235940	Museitjänsteman	Museiamanuens
274	414030	Museitjänsteman	Museiamanuens
274	243120	Museitjänsteman	Museiassistent
274	235940	Museitjänsteman	Museiassistent
274	414030	Museitjänsteman	Museiassistent
274	243120	Museitjänsteman	Museiintendent
274	235940	Museitjänsteman	Museiintendent
274	414030	Museitjänsteman	Museiintendent
274	243120	Museitjänsteman	Museilärare
274	235940	Museitjänsteman	Museilärare
274	414030	Museitjänsteman	Museilärare
274	243120	Museitjänsteman	Museipedagog
274	235940	Museitjänsteman	Museipedagog
274	414030	Museitjänsteman	Museipedagog
275	245360	Musiker	Arrangör
275	245390	Musiker	Arrangör
275	245380	Musiker	Arrangör
275	245375	Musiker	Arrangör
275	245370	Musiker	Arrangör
275	245365	Musiker	Arrangör
275	245350	Musiker	Arrangör
275	245340	Musiker	Arrangör
275	245330	Musiker	Arrangör
275	245320	Musiker	Arrangör
275	245310	Musiker	Arrangör
275	347320	Musiker	Arrangör
275	245355	Musiker	Arrangör
275	245360	Musiker	Dirigent
275	245390	Musiker	Dirigent
275	245380	Musiker	Dirigent
275	245375	Musiker	Dirigent
275	245370	Musiker	Dirigent
275	245365	Musiker	Dirigent
275	245350	Musiker	Dirigent
275	245340	Musiker	Dirigent
275	245330	Musiker	Dirigent
275	245320	Musiker	Dirigent
275	245310	Musiker	Dirigent
275	347320	Musiker	Dirigent
275	245355	Musiker	Dirigent
275	245360	Musiker	Instrumentalmusiker
275	245390	Musiker	Instrumentalmusiker
275	245380	Musiker	Instrumentalmusiker
275	245375	Musiker	Instrumentalmusiker
275	245370	Musiker	Instrumentalmusiker
275	245365	Musiker	Instrumentalmusiker
275	245350	Musiker	Instrumentalmusiker
275	245340	Musiker	Instrumentalmusiker
275	245330	Musiker	Instrumentalmusiker
275	245320	Musiker	Instrumentalmusiker
275	245310	Musiker	Instrumentalmusiker
275	347320	Musiker	Instrumentalmusiker
275	245355	Musiker	Instrumentalmusiker
275	245360	Musiker	Kompositör
275	245390	Musiker	Kompositör
275	245380	Musiker	Kompositör
275	245375	Musiker	Kompositör
275	245370	Musiker	Kompositör
275	245365	Musiker	Kompositör
275	245350	Musiker	Kompositör
275	245340	Musiker	Kompositör
275	245330	Musiker	Kompositör
275	245320	Musiker	Kompositör
275	245310	Musiker	Kompositör
275	347320	Musiker	Kompositör
275	245355	Musiker	Kompositör
275	245360	Musiker	Popmusiker
275	245390	Musiker	Popmusiker
275	245380	Musiker	Popmusiker
275	245375	Musiker	Popmusiker
275	245370	Musiker	Popmusiker
275	245365	Musiker	Popmusiker
275	245350	Musiker	Popmusiker
275	245340	Musiker	Popmusiker
275	245330	Musiker	Popmusiker
275	245320	Musiker	Popmusiker
275	245310	Musiker	Popmusiker
275	347320	Musiker	Popmusiker
275	245355	Musiker	Popmusiker
276	232320	Musiklärare	Körpedagog
276	232320	Musiklärare	Lärare
276	232320	Musiklärare	Musikpedagog
276	232320	Musiklärare	Rytmiklärare
277	311250	Mätningsingenjör och mätningstekniker	Ingenjör
277	311250	Mätningsingenjör och mätningstekniker	Markprojekterare
277	311250	Mätningsingenjör och mätningstekniker	Mätare
277	311250	Mätningsingenjör och mätningstekniker	Mätbiträde
277	311250	Mätningsingenjör och mätningstekniker	Mätningsingenjör
277	311250	Mätningsingenjör och mätningstekniker	Mätningstekniker
278	244110	Nationalekonom	Ekonom
278	244110	Nationalekonom	Ekonometriker
279	821110	CNC-operatör	NC-operatör
280	011010	Officer i armén	Arméofficer
280	011010	Officer i armén	Officer
281	011020	Officer i flygvapnet	Flygofficer
281	011020	Officer i flygvapnet	Officer
282	011020	Officer i marinen	Kustartillerist
282	011020	Officer i marinen	Marinofficer
282	011020	Officer i marinen	Officer
282	011020	Officer i marinen	Sjöofficer
283	248020	Ombudsman	Förhandlare
283	248010	Ombudsman	Förhandlare
283	248020	Ombudsman	Utredare
283	248010	Ombudsman	Utredare
284	323920	Onkologisjuksköterska	Sjuksköterska
284	323920	Onkologisjuksköterska	Sjuksköterska inom cancervård
285	323210	Operationssjuksköterska	Sjuksköterska
288	731260	Orgelbyggare	Intonatör
288	731260	Orgelbyggare	Orgelpipmakare
291	515220	Parkeringsvakt	Trafikövervakare
292	825210	Partibokbindare	Bokbindare
292	734310	Partibokbindare	Bokbindare
292	825210	Partibokbindare	Maskinbokbindare
292	734310	Partibokbindare	Maskinbokbindare
292	825210	Partibokbindare	Privatbokbindare
292	734310	Partibokbindare	Privatbokbindare
294	214940	Patentingenjör	Ingenjör
294	214940	Patentingenjör	Patentombud
295	241210	Personaltjänsteman	Personaladministratör
295	241210	Personaltjänsteman	Personalassistent
295	241210	Personaltjänsteman	Personalman
295	241210	Personaltjänsteman	Personalsekreterare
295	241210	Personaltjänsteman	Personalvetare
297	731240	Pianotekniker	Pianostämmare
299	345010	Polis	Närpolis
300	345010	Kommissarie	Kriminalkommissarie
300	345010	Kommissarie	Poliskommissarie
301	332080	Datautbildare	Datainstruktör
301	332080	Datautbildare	Datalärare
301	332080	Datautbildare	Datapedagog
302	732420	Porslins- och glasmålare	Glaserare
303	415010	Brevbärare	Lantbrevbärare
303	415010	Brevbärare	Postiljon
303	415010	Brevbärare	Sorterare
303	415010	Brevbärare	Stadsbrevbärare
304	421220	Postkassör	Kassainstruktör
306	313110	Fotograf inom press	Fotograf
306	313110	Fotograf inom press	Pressfotograf
308	813020	Processoperatör inom glasindustrin	Glasmaskinskötare
308	813020	Processoperatör inom glasindustrin	Processoperatör
309	812120	Processoperatör inom stål- och metallindustri	Processoperatör
310	815010	Processoperatör inom kemisk industri	Processoperatör
311	814310	Processoperatör inom massaindustrin	Processoperatör
312	814410	Processoperatör inom pappersindustrin	Pappersmaskinförare
312	814410	Processoperatör inom pappersindustrin	Processoperatör
313	245690	Designer inom mode och textil	Designer
313	245620	Designer inom mode och textil	Designer
313	347190	Designer inom mode och textil	Designer
313	245690	Designer inom mode och textil	Mönsterformgivare
313	245620	Designer inom mode och textil	Mönsterformgivare
313	347190	Designer inom mode och textil	Mönsterformgivare
313	245690	Designer inom mode och textil	Textildesigner
313	245620	Designer inom mode och textil	Textildesigner
313	347190	Designer inom mode och textil	Textildesigner
314	213150	Programmerare	Programvarukonstruktör
314	213150	Programmerare	Systemförvaltare
314	213150	Programmerare	Systemprogrammerare
315	245155	Producent på radio och TV	Projektledare inom TV
315	245160	Producent på radio och TV	Projektledare inom TV
315	313120	Producent på radio och TV	Projektledare inom TV
316	246010	Präst och pastor	Pastor
316	348010	Präst och pastor	Pastor
317	249110	Psykolog	Psykoterapeut
318	612920	Pälsdjursskötare	Djurskötare
320	313310	Radioassistent	Telegrafist
321	322810	Receptarie	Apotekschef
321	322810	Receptarie	Farmacevt
322	343320	Redovisningsekonom	Ekonom
322	412010	Redovisningsekonom	Ekonom
322	343320	Redovisningsekonom	Ekonomiassistent
322	412010	Redovisningsekonom	Ekonomiassistent
322	343320	Redovisningsekonom	Redovisningsansvarig
322	412010	Redovisningsekonom	Redovisningsansvarig
322	343320	Redovisningsekonom	Redovisningsassistent
322	412010	Redovisningsekonom	Redovisningsassistent
322	343320	Redovisningsekonom	Redovisningskonsult
322	412010	Redovisningsekonom	Redovisningskonsult
323	245540	Regissör	Filmregissör
323	245540	Regissör	Teaterregissör
326	341410	Resebyråtjänsteman	Biljettör
326	422110	Resebyråtjänsteman	Biljettör
326	122450	Resebyråtjänsteman	Biljettör
326	341410	Resebyråtjänsteman	Resebyråchef
326	422110	Resebyråtjänsteman	Resebyråchef
326	122450	Resebyråtjänsteman	Resebyråchef
326	341410	Resebyråtjänsteman	Resekonsulent
326	422110	Resebyråtjänsteman	Resekonsulent
326	122450	Resebyråtjänsteman	Resekonsulent
327	511310	Reseledare	Aktivitetsledare
327	511310	Reseledare	Färdledare
327	511310	Reseledare	Golfvärd
327	511310	Reseledare	Platschef
329	241110	Revisor	Auktoriserad revisor
329	241110	Revisor	Ekonom
329	241110	Revisor	Godkänd revisor
329	241110	Revisor	Internrevisor
329	241110	Revisor	Revisorsassistent
329	241110	Revisor	Skatterevisor
330	323510	Röntgensjuksköterska	Sjuksköterska
330	323510	Röntgensjuksköterska	Sjuksköterska inom diagnostisk radiologi
331	712440	Rörläggare	Gatu- och vägarbetare
333	744220	Sadelmakare	Inredningssadelmakare
335	245550	Scenograf	Kostymtecknare
335	347140	Scenograf	Kostymtecknare
336	347640	Scripta	Produktionsassistent
336	347650	Scripta	Produktionsassistent
336	347640	Scripta	Produktionssekreterare
336	347650	Scripta	Produktionssekreterare
336	347640	Scripta	Programsekreterare
336	347650	Scripta	Programsekreterare
337	343120	Sekreterare	Administrativ assistent
337	411210	Sekreterare	Administrativ assistent
337	343120	Sekreterare	Kontorsadministratör
337	411210	Sekreterare	Kontorsadministratör
337	343120	Sekreterare	Projektadministratör
337	411210	Sekreterare	Projektadministratör
338	131810	Föreståndare inom social omsorg	Enhetschef inom äldreomsorgen
338	131810	Föreståndare inom social omsorg	Föreståndare inom äldreomsorgen
338	131810	Föreståndare inom social omsorg	Områdeschef inom äldreomsorgen
338	131810	Föreståndare inom social omsorg	Servicehusföreståndare
339	213920	IT-samordnare	ADB-samordnare
339	213920	IT-samordnare	Datasamordnare
339	213920	IT-samordnare	PC-samordnare
340	512320	Servitör	Servitris
342	313410	Medicinteknisk ingenjör	Ingenjör
342	313410	Medicinteknisk ingenjör	Medicintekniker
342	313410	Medicinteknisk ingenjör	Sjukhusingenjör
343	323110	"Sjuksköterska, medicin och kirurgi"	Sjuksköterska
343	323110	"Sjuksköterska, medicin och kirurgi"	Sjuksköterska på vårdavdelning
345	814210	Träskivearbetare	Fanérare
345	814210	Träskivearbetare	Formatsågare
345	814210	Träskivearbetare	Presskötare-träskivor
345	814210	Träskivearbetare	Skiktträarbetare
345	814210	Träskivearbetare	Träfiberskivearbetare
346	614030	Skogsarbetare	Maskinförare inom skogsbruk
346	833120	Skogsarbetare	Maskinförare inom skogsbruk
346	614030	Skogsarbetare	Skogsmaskinförare
346	833120	Skogsarbetare	Skogsmaskinförare
347	221410	Skogsvårdskonsulent	Skogsbruksrådgivare
347	321210	Skogsvårdskonsulent	Skogsbruksrådgivare
348	321220	Arbetsledare inom skogsbruk	Arbetsområdeschef inom skogsbruk
348	321220	Arbetsledare inom skogsbruk	Distriktschef inom skogsbruk
348	321220	Arbetsledare inom skogsbruk	Inspektor inom skogsbruk
348	321220	Arbetsledare inom skogsbruk	Områdeschef inom skogsbruk
348	321220	Arbetsledare inom skogsbruk	Skogvaktare
349	122710	Skolledare	Musikledare
349	122710	Skolledare	Rektor
350	223410	Skolsköterska	Sjuksköterska
352	744210	Skomakare	Handskomakare
352	744210	Skomakare	Ortopedskomakare
352	744210	Skomakare	Skoreparatör
353	714310	Skorstensfejare	Skorstensfejarmästare
353	714310	Skorstensfejare	Sotare
355	315220	Arbetsmiljöingenjör	Skyddsingenjör
357	513410	Skötare inom psykiatrisk vård	Boendestödjare
357	513410	Skötare inom psykiatrisk vård	Mentalskötare
357	513410	Skötare inom psykiatrisk vård	Skötare
359	232330	Lärare i trä- och metallslöjd	Lärare
359	232330	Lärare i trä- och metallslöjd	Slöjdlärare
360	722110	Smed	Klensmed
360	245620	Smed	Klensmed
360	722110	Smed	Konstsmed
360	245620	Smed	Konstsmed
361	249210	Socialsekreterare	Fältassistent
361	249210	Socialsekreterare	Socialassistent
362	234020	Speciallärare/Specialpedagog	Hörselpedagog
362	234030	Speciallärare/Specialpedagog	Hörselpedagog
362	234010	Speciallärare/Specialpedagog	Hörselpedagog
362	234020	Speciallärare/Specialpedagog	Lärare
362	234030	Speciallärare/Specialpedagog	Lärare
362	234010	Speciallärare/Specialpedagog	Lärare
362	234020	Speciallärare/Specialpedagog	Lärare i specialskolan
362	234030	Speciallärare/Specialpedagog	Lärare i specialskolan
362	234010	Speciallärare/Specialpedagog	Lärare i specialskolan
362	234020	Speciallärare/Specialpedagog	Speciallärare
362	234030	Speciallärare/Specialpedagog	Speciallärare
362	234010	Speciallärare/Specialpedagog	Speciallärare
362	234020	Speciallärare/Specialpedagog	Specialpedagog
362	234030	Speciallärare/Specialpedagog	Specialpedagog
362	234010	Speciallärare/Specialpedagog	Specialpedagog
362	234020	Speciallärare/Specialpedagog	Synpedagog
362	234030	Speciallärare/Specialpedagog	Synpedagog
362	234010	Speciallärare/Specialpedagog	Synpedagog
364	245610	Grafisk formgivare	Designer
364	245610	Grafisk formgivare	Grafisk designer
364	245610	Grafisk formgivare	Webdesigner
365	422420	Spärrexpeditör	Stationsföreståndare
366	212210	Statistiker	Demograf
366	212210	Statistiker	Försäkringsaktuarie
371	312110	Webmaster	Webbansvarig
371	312110	Webmaster	Webbmästare
372	347410	Stuntman	Stuntkoordinator
373	741120	Styckare	Köttmästare
373	741120	Styckare	Styckmästare
374	724210	Automationstekniker	Instrumenttekniker
374	724210	Automationstekniker	Processtekniker
374	724210	Automationstekniker	Styr- och reglermekaniker
374	724210	Automationstekniker	Styr- och reglertekniker
374	724210	Automationstekniker	Underhållstekniker
375	912220	Städare	Lokalvårdare
375	912220	Städare	Lokalvårdsförman
375	912220	Städare	Städledare
375	912220	Städare	Överstädare
377	721210	Svetsare	Bågsvetsare
377	721210	Svetsare	Elsvetsare
377	721210	Svetsare	Gassvetsare
378	241240	Studie- och yrkesvägledare	Syokonsulent
379	213130	Systemerare	Applikationsutvecklare
379	213130	Systemerare	Projektledare-IT
379	213130	Systemerare	Systemanalytiker
379	213130	Systemerare	Systemarkitekt
379	213130	Systemerare	Systemingenjör
379	213130	Systemerare	Systemkonstruktör
379	213130	Systemerare	Systemutredare
379	213130	Systemerare	Systemutvecklare
379	213130	Systemerare	Webbutvecklare
379	213130	Systemerare	Verksamhetsanalytiker
379	213130	Systemerare	Verksamhetsutvecklare
380	814110	Sågverksoperatör	Sågare
380	814120	Sågverksoperatör	Sågare
380	814110	Sågverksoperatör	Sågoperatör
380	814120	Sågverksoperatör	Sågoperatör
380	814110	Sågverksoperatör	Sågverksarbetare
380	814120	Sågverksoperatör	Sågverksarbetare
380	814110	Sågverksoperatör	Torkoperatör
380	814120	Sågverksoperatör	Torkoperatör
380	814110	Sågverksoperatör	Torktekniker
380	814120	Sågverksoperatör	Torktekniker
380	814110	Sågverksoperatör	Virkessorterare
380	814120	Sågverksoperatör	Virkessorterare
380	814110	Sågverksoperatör	Virkestorkare
380	814120	Sågverksoperatör	Virkestorkare
381	245310	Sångare	Artist
381	347310	Sångare	Artist
381	245310	Sångare	Konsertsångare
381	347310	Sångare	Konsertsångare
381	245310	Sångare	Korist
381	347310	Sångare	Korist
381	245310	Sångare	Operasångare
381	347310	Sångare	Operasångare
381	245310	Sångare	Popsångare
381	347310	Sångare	Popsångare
381	245310	Sångare	Trubadur
381	347310	Sångare	Trubadur
381	245310	Sångare	Underhållningsartist
381	347310	Sångare	Underhållningsartist
381	245310	Sångare	Vokalist
381	347310	Sångare	Vokalist
382	341510	Säljare i företag	Innesäljare
382	419050	Säljare i företag	Innesäljare
382	341510	Säljare i företag	Säljare
382	419050	Säljare i företag	Säljare
382	341510	Säljare i företag	Utesäljare
382	419050	Säljare i företag	Utesäljare
385	234040	Talpedagog	Specialpedagog
385	234040	Talpedagog	Specialpedagog inriktning tal
385	234040	Talpedagog	Tal- och språkpedagog
388	513510	Tandsköterska	Operationstandsköterska
388	513510	Tandsköterska	Ortodontitandsköterska
388	513510	Tandsköterska	Profylaxtandsköterska
389	313430	Tandtekniker	Sjukhustandtekniker
391	832120	Taxiförare	Chaufför
392	347120	Illustratör	Animatör
392	347120	Illustratör	Filmtecknare
392	347120	Illustratör	Modetecknare
392	347120	Illustratör	Serietecknare
392	347120	Illustratör	Teknisk illustratör
393	422310	Telefonist	Kontorstelefonist
393	422230	Telefonist	Kontorstelefonist
393	422310	Telefonist	Receptionist
393	422230	Telefonist	Receptionist
394	724230	Tele- och elektronikreparatör	Elektronikreparatör
394	724210	Tele- och elektronikreparatör	Elektronikreparatör
394	724230	Tele- och elektronikreparatör	Servicetekniker-el-tele
394	724210	Tele- och elektronikreparatör	Servicetekniker-el-tele
394	724230	Tele- och elektronikreparatör	Signaltekniker
394	724210	Tele- och elektronikreparatör	Signaltekniker
394	724230	Tele- och elektronikreparatör	Telereparatör
394	724210	Tele- och elektronikreparatör	Telereparatör
394	724230	Tele- och elektronikreparatör	Telesignalreparatör
394	724210	Tele- och elektronikreparatör	Telesignalreparatör
394	724230	Tele- och elektronikreparatör	Teletekniker
394	724210	Tele- och elektronikreparatör	Teletekniker
395	826410	Textilfärgare	Maskinoperatör
395	826410	Textilfärgare	Processoperatör
396	214910	Textilingenjör	Ingenjör
396	214910	Textilingenjör	Kvalitetsingenjör-textil
396	214910	Textilingenjör	Produktionsingenjör-textil
396	214910	Textilingenjör	Produktutvecklare-textil
396	214910	Textilingenjör	Utvecklingsingenjör-textil
397	232330	Textillärare	Lärare
397	232330	Textillärare	Lärare i textilslöjd
399	314310	Trafikflygare	Pilot
400	332020	Trafiklärare	Bilskolelärare
400	332020	Trafiklärare	Lärare
401	413260	Transportledare	Trafikledare
401	413260	Transportledare	Tågledare
401	413260	Transportledare	Vägtrafikledare
402	342910	Transportplanerare	Trafikplanerare
403	347510	Travtränare	Travkusk
407	221320	Trädgårdskonsulent	Trädgårdsrådgivare
407	321130	Trädgårdskonsulent	Trädgårdsrådgivare
409	344110	Tulltjänsteman	Tullare
411	422120	Turistbyråtjänsteman	Turistbyråföreståndare
411	422120	Turistbyråtjänsteman	Turistinformatör
411	422120	Turistbyråtjänsteman	Turistvärd
411	422120	Turistbyråtjänsteman	Turistvärdinna
412	422420	Tågklarerare	Fjärrtågklarerare
412	413230	Tågklarerare	Fjärrtågklarerare
412	422420	Tågklarerare	Trafikinformatör
412	413230	Tågklarerare	Trafikinformatör
412	422420	Tågklarerare	Tågtrafikledare
412	413230	Tågklarerare	Tågtrafikledare
415	231050	Universitets- och högskolelärare	Amanuens
415	231080	Universitets- och högskolelärare	Amanuens
415	231075	Universitets- och högskolelärare	Amanuens
415	231070	Universitets- och högskolelärare	Amanuens
415	231065	Universitets- och högskolelärare	Amanuens
415	231055	Universitets- och högskolelärare	Amanuens
415	231045	Universitets- och högskolelärare	Amanuens
415	231040	Universitets- och högskolelärare	Amanuens
415	231035	Universitets- och högskolelärare	Amanuens
415	231030	Universitets- och högskolelärare	Amanuens
415	231025	Universitets- och högskolelärare	Amanuens
415	231020	Universitets- och högskolelärare	Amanuens
415	231015	Universitets- och högskolelärare	Amanuens
415	231010	Universitets- och högskolelärare	Amanuens
415	231060	Universitets- och högskolelärare	Amanuens
415	231050	Universitets- och högskolelärare	Doktorand
415	231080	Universitets- och högskolelärare	Doktorand
415	231075	Universitets- och högskolelärare	Doktorand
415	231070	Universitets- och högskolelärare	Doktorand
415	231065	Universitets- och högskolelärare	Doktorand
415	231055	Universitets- och högskolelärare	Doktorand
415	231045	Universitets- och högskolelärare	Doktorand
415	231040	Universitets- och högskolelärare	Doktorand
